district,school,building,built,buildingType,hazard,asce,mitigationType,mitigation
South Whidbey,South Whidbey Academy,E - Classrooms - E - Classrooms,1969,S5L,Moderate to High,Yes,Combined Retrofit,No
South Whidbey,South Whidbey Academy,F - Multipurpose - F - Multipurpose,1969,S5L,Moderate to High,Yes,Combined Retrofit,No
South Whidbey,South Whidbey Academy,F - Multipurpose - Stage Addition,1996,RM1L,High,Yes,Combined Retrofit,No
South Whidbey,South Whidbey Academy,G - Library/Board Room - Library/Board Room,1996,,Missing Data,Yes,Combined Retrofit,No
South Whidbey,South Whidbey Academy,Portable P-1 - Portable P-1,1989,,Missing Data,No,,No
South Whidbey,South Whidbey Academy,Portable P-2 - Protable P-2,1989,,Missing Data,No,,No
South Whidbey,South Whidbey Academy,Preschool portable - Preschool,1989,,Missing Data,No,,No
South Whidbey,South Whidbey Elementary,Headstart Portable - Headstart Portable,2000,W1,Low,No,,No
South Whidbey,South Whidbey Elementary,Main Building - South Whidbey Elemen,1988,W2,Low,No,,No
South Whidbey,South Whidbey Elementary,North Covered Play - covered play ,1988,,Missing Data,,,
South Whidbey,South Whidbey Elementary,Preschool Portable - Preschool Portable,2000,W1,Low,No,,No
South Whidbey,South Whidbey Elementary,South Covered Play - south covered play,1988,,Missing Data,,,
South Whidbey,South Whidbey High,1997 Addition - Area 1,1997,S2L,Moderate to High,No,,No
South Whidbey,South Whidbey High,Concession Stand - Concessions,1988,W1,Low,No,,No
South Whidbey,South Whidbey High,Main Building - Main Building,1989,S2L,Moderate to High,No,,No
South Whidbey,South Whidbey High,Portables - Portable 1,2000,W1,Low,,,
South Whidbey,South Whidbey High,Portables - Portable 2,2000,W1,Low,,,
South Whidbey,South Whidbey High,Portables - Portable 3,2000,W1,Low,No,,No
South Whidbey,South Whidbey High,Stadium Grandstand - Grandstands,1989,S3,Moderate to High,No,,No
South Whidbey,South Whidbey High,Storage Sheds - Storage,1989,S3,Moderate to High,No,,No
Toledo,Cowlitz Prairie Academy,Portable - Main Area,1994,,Missing Data,,,
Toledo,Toledo Elementary,Concessions - Area 1,1980,,Missing Data,,,
Toledo,Toledo Elementary,Covered Play - Area 1,1996,FLT,Moderate to High,,,
Toledo,Toledo Elementary,ELF Building - Area 1,1900,FLT,Moderate to High,,,
Toledo,Toledo Elementary,Main Building - 1,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 10,2004,W2,Low,,,
Toledo,Toledo Elementary,Main Building - 11,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 12,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 13,1995,W2,Low to Moderate,,,
Toledo,Toledo Elementary,Main Building - 14,1996,RM1L,High,,,
Toledo,Toledo Elementary,Main Building - 15,1996,W2,Low,,,
Toledo,Toledo Elementary,Main Building - 16,1996,W2,Low,,,
Toledo,Toledo Elementary,Main Building - 17,1996,W2,Low,,,
Toledo,Toledo Elementary,Main Building - 18,1996,W2,Low,,,
Toledo,Toledo Elementary,Main Building - 19,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 2,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 20,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 21,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 3,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 4,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 5,1995,W2,Low to Moderate,,,
Toledo,Toledo Elementary,Main Building - 6,1995,W2,Low to Moderate,,,
Toledo,Toledo Elementary,Main Building - 7,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 8,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Main Building - 9,1954,W2,Moderate,,,
Toledo,Toledo Elementary,Portable - Area 1,1900,MH,Moderate to High,,,
Toledo,Toledo High,Concessions - Area 1,1900,,Missing Data,,,
Toledo,Toledo High,Greenhouse - Area 1,1900,,Missing Data,,,
Toledo,Toledo High,Main Building - 1,1975,RM1L,High,,,
Toledo,Toledo High,Main Building - 2,1975,RM1L,High,,,
Toledo,Toledo High,Main Building - 3,1975,RM1L,High,,,
Toledo,Toledo High,Main Building - 4,1975,RM1L,High,,,
Toledo,Toledo High,Main Building - 5,1975,RM1L,High,,,
Toledo,Toledo High,Main Building - 6,1975,RM1L,High,,,
Toledo,Toledo High,Main Building - 7,1975,RM1L,High,,,
Toledo,Toledo High,Stadium - Area 1,1900,,Missing Data,,,
Toledo,Toledo High,SW Outbuilding - Area 1,1900,,Missing Data,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 1,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 11,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 12,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 13,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 14,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 15,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 16,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 2,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Classroom Bldg. (Bldg #2) - 3,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 1,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 11,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 12,1995,W2,Low,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 13,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 14,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 15,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 16,1995,W2,Low,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 17,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 18,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 19,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 2,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 20,1952,W2,Low to Moderate,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 3,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 4,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Main Building (Bldg. #1) - 5,1952,C2L,Moderate to High,,,
Toledo,Toledo Middle,Playshed - 21,1989,S3,Moderate,,,
Toledo,Toledo Middle,Wood Shop - 1,1969,W2,Low to Moderate,,,
Wenatchee,Abraham Lincoln Elementary,87 Addition - Area 1,1987,RM1L,Moderate to High,,,
Wenatchee,Abraham Lincoln Elementary,Main Building - Area 1,1957,RM1L,High,,,
Wenatchee,Abraham Lincoln Elementary,New 100-Wing - 100-Wing,2016,,Missing Data,,,
Wenatchee,Abraham Lincoln Elementary,New 100-Wing - 200 Wing,2016,,Missing Data,,,
Wenatchee,Abraham Lincoln Elementary,New 100-Wing - 300-Wing,2016,,Missing Data,,,
Wenatchee,Abraham Lincoln Elementary,New 100-Wing - 400 Wing,2016,,Missing Data,,,
Wenatchee,Abraham Lincoln Elementary,New 100-Wing - 500-Wing,2016,,Missing Data,,,
Wenatchee,Abraham Lincoln Elementary,New 100-Wing - 600-Wing,2016,,Missing Data,,,
Wenatchee,Abraham Lincoln Elementary,New 100-Wing - 700 Wing,2016,,Missing Data,,,
Wenatchee,Abraham Lincoln Elementary,Portable B-04-2-04 - Area 1,2004,MH,Moderate,,,
Wenatchee,Abraham Lincoln Elementary,Portable B-05-2-06 - Area 1,2006,MH,Low,,,
Wenatchee,Abraham Lincoln Elementary,Portable B-06-2-03 - Area 1,2006,MH,Low,,,
Wenatchee,Abraham Lincoln Elementary,Portable B-08-2-05 - Area 1,2008,MH,Low,,,
Wenatchee,Abraham Lincoln Elementary,Portable M-99-2-18 - Area 1,1999,MH,Moderate,,,
Wenatchee,Columbia Elementary,Main Building - Area 1,1989,FLT,Moderate,,,
Wenatchee,Foothills Middle,Main Building - Area 1,1993,S1L,Moderate,,,
Wenatchee,Foothills Middle,Portable M-97-2-17 - M-97-2-17,1997,MH,Moderate,,,
Wenatchee,John Newberry Elementary,Main Building - Area 1,1993,FLT,Moderate,,,
Wenatchee,John Newberry Elementary,Newbery Main Building - Main Area,1992,,Missing Data,,,
Wenatchee,John Newberry Elementary,Newbery Sprung Structure - Area 1,1998,S3,Moderate,,,
Wenatchee,John Newberry Elementary,Portable B-05-21-2 - Area 1,2005,MH,Low,,,
Wenatchee,John Newberry Elementary,Portable B-05-2-12 - Main Area,2005,,Missing Data,,,
Wenatchee,John Newberry Elementary,Portable B-06-2-11 - Area 1,2006,MH,Low,,,
Wenatchee,John Newberry Elementary,Portable B-06-2-11 - Main Area,2006,,Missing Data,,,
Wenatchee,Lewis and Clark Elementary,Main Building - Area 1,1989,FLT,Moderate,,,
Wenatchee,Lewis and Clark Elementary,Portable B-08-2-14 - Area 1,2008,MH,Low,,,
Wenatchee,Lewis and Clark Elementary,Portable B-08-2-15 - Area 1,2008,MH,Low,,,
Wenatchee,Mission View Elementary,300 Wing 1971 - Area 1,1971,W1,Low,,,
Wenatchee,Mission View Elementary,Main Building - Area 1,1989,FLT,Moderate,,,
Wenatchee,Mission View Elementary,Portable B-08-2-01 - Area 1,2008,MH,Low,,,
Wenatchee,Mission View Elementary,Portable M-97-2-02 - Area 1,1997,MH,Missing Data,,,
Wenatchee,Orchard Middle,2003 Addition - Area 1,2003,RM1L,Low,,,
Wenatchee,Orchard Middle,Main Building - Area 1,1962,C3L,Moderate,,Structural Retrofit,Yes
Wenatchee,Orchard Middle,Orchard Main Building - Main Area,1956,,Missing Data,,,
Wenatchee,Pioneer Middle,04 Addition - Area 1,2004,FLT,Moderate,,,No
Wenatchee,Pioneer Middle,62 Addition - Area 1,1962,,Missing Data,,Structural Retrofit,Yes
Wenatchee,Pioneer Middle,62 Addition - Area 2,1962,C1L,Moderate,,Structural Retrofit,Yes
Wenatchee,Pioneer Middle,Gymnasium - Area 1,1957,C1L,Moderate,,,
Wenatchee,Pioneer Middle,Main Building - Area 1,1957,PC2L,Moderate,,Structural Retrofit,Yes
Wenatchee,Pioneer Middle,Portable B-12-2-20 - Area 1,2012,MH,Low,,,
Wenatchee,Special Education,78 Addition - Area 1,1978,RM1L,Moderate to High,,,
Wenatchee,Special Education,Washington Annex (Castlerock) - Area 1,1959,RM1L,Moderate to High,,,
Wenatchee,Sunnyslope Elementary,03 Addition - Area 1,2003,W1,Low,,,
Wenatchee,Sunnyslope Elementary,Main Building - Area 1,1958,RM1L,Moderate to High,,Structural Retrofit,Yes
Wenatchee,Valley Academy of Learning,Main Building - Area 1,1985,S3,Moderate,,,
Wenatchee,Washington Elementary (old),56 Addition - Area 1,1956,RM1L,Moderate to High,,,
Wenatchee,Washington Elementary (old),Main Building - Area 1,1953,RM1L,Moderate to High,,,
Wenatchee,Washington Elementary (old),New Building - Area Lower New,2016,,Low,,,
Wenatchee,Washington Elementary (old),New Building - Main Level ,2016,,Low,,,
Wenatchee,Washington Elementary (old),New Main Level - Area Main New,2016,,Low,,,
Wenatchee,Washington Elementary (old),Portable B-03-2-08 - Area 1,2003,MH,Moderate,,,
Wenatchee,Washington Elementary (old),Portable B-05-2-07 - Area 1,2005,MH,Low,,,
Wenatchee,Washington Elementary (old),Portable B-97-1-10 - Area 1,1997,MH,Moderate,,,
Wenatchee,Washington Elementary (old),Portable E-01-1-09 - Area 1,2001,MH,Moderate,,,
Wenatchee,Wenatchee High,04 Addition - Area 1,2004,RM1L,Low,,,
Wenatchee,Wenatchee High,East Building - Area 1,1972,RM1L,Moderate to High,,,
Wenatchee,Wenatchee High,Portable B-12-2-20 - Area 1,2012,MH,Low,,,
Wenatchee,Wenatchee High,Portable B-13-2-22 - Area 1,2013,,Low,,,
Wenatchee,Wenatchee High,Portable M-06-2-21 - Area 1,2006,MH,Low,,,
Wenatchee,Wenatchee High,West Building - Area 1,1993,RM1L,Moderate to High,,,
Wenatchee,Wenatchee Valley Technical Skills Center,Building A - Area 1,1996,RM1L,Moderate to High,,Structural Retrofit,Yes
Wenatchee,Wenatchee Valley Technical Skills Center,Building B - Area 1,1995,C3L,Moderate,,Structural Retrofit,Yes
Wenatchee,Wenatchee Valley Technical Skills Center,Building C - Area 1,2015,,Low,,,
Wenatchee,Westside High,Fitness Building - Area 1,1990,RM1L,Moderate to High,,,
Wenatchee,Westside High,Main Building - Main,1985,RM1L,Moderate to High,,Structural Retrofit,Yes
Wenatchee,Westside High,PE Building - Main Area,1990,,Missing Data,,,
Wenatchee,Westside High,Portable B-04-2-15 - Area 1,2004,MH,Moderate,,,
Wenatchee,Westside High,Portable B-04-2-15 - Main Area,2004,,Missing Data,,,
Wenatchee,Westside High,Portable B-04-2-16 - Area 1,2004,MH,Moderate,,,
Wenatchee,Westside High,Portable B-04-2-16 - Main Area,2004,,Missing Data,,,
Wenatchee,Westside High,WestSide Main Building - Main Area,1982,,Missing Data,,,
